COUNTRY,STORE_OP_ZONE_ID,BRAND_CATEGORY,DIA_SEMANA,ORDENES_TOTALES_DIA_AVG,GMV_DIA_AVG
MX,659,Antojitos y Garnachas,Sat,37.250000,597.09
MX,1362,Pescados y Mariscos,Sun,1.000000,60.3975
MX,227,Mexicana,Sat,47.750000,636.55
MX,55,Barbacoa y Birria,Sun,25.500000,519.1225
MX,868,Árabe,Tue,8.250000,261.86
MX,868,Árabe,Mon,6.000000,162.4725
MX,951,Alitas,Fri,5.750000,170.2525
CO,108,Hamburguesa,Sat,69.500000,1711.0425
BR,0,Salgados,Mon,2.500000,2.34
AR,0,Panadería,Fri,0.750000,6.47
AR,0,Panadería,Sun,7.250000,66.205
MX,1285,Tacos,Mon,133.500000,1637.37
BR,1350,Asiática,Mon,1.000000,13.415
AR,389,Asado,Sat,0.500000,9.6725
CO,21,Empanadas,Fri,22.750000,264.8725
MX,1518,Antojitos y Garnachas,Mon,6.250000,75.8975
MX,1422,Sándwiches,Fri,50.000000,574.87
MX,1422,Sándwiches,Thu,58.000000,579.875
MX,1381,Helados y Nieves,Sat,18.250000,165.4675
CO,11,Asiática,Sat,77.000000,1404.015
MX,1490,Hamburguesas,Tue,6.250000,92.3325
MX,1411,Alitas,Fri,2.250000,68.525
MX,1110,Sushi,Fri,7.000000,127.0675
CO,134,Postres,Thu,22.750000,264.065
BR,352,Sobremesas,Wed,0.250000,0.95
CO,19,Postres,Sun,2.750000,65.2325
MX,1157,Mexicana,Fri,11.250000,108.71
MX,1478,Alitas,Sat,3.250000,54.69
MX,1027,Barbacoa y Birria,Thu,1.750000,30.9925
PE,185,Chifa,Tue,4.250000,26.085
EC,196,Sushi,Sat,6.750000,260.8375
EC,196,Sushi,Wed,6.750000,191.6975
MX,1027,Tortas y Lonches,Thu,12.250000,174.0175
MX,1174,Comida Rápida,Thu,5.000000,82.0675
CO,202,Pescados y Mariscos,Wed,3.250000,41.995
CO,202,Pescados y Mariscos,Sun,4.000000,107.375
MX,1365,Comida Rápida,Sat,4.250000,67.895
AR,609,Helados,Fri,9.750000,108.3975
EC,247,Pollo,Sun,1.000000,7.1025
BR,402,Frutos do Mar,Tue,0.250000,1.49
MX,898,Sándwiches,Sat,37.750000,513.145
MX,922,Panadería y Pastelería,Mon,1.250000,12.02
MX,944,Pizza,Sat,84.750000,2062.185
MX,1531,Barbacoa y Birria,Sun,6.250000,98.525
MX,1205,Carnes y BBQ,Sat,0.250000,2.5125
AR,444,Saludable,Wed,5.750000,87.455
PE,157,Chifa,Mon,30.500000,362.5375
AR,501,Saludable,Mon,27.000000,366.7325
AR,501,Saludable,Wed,13.250000,166.41
AR,501,Saludable,Sun,8.750000,130.4425
EC,248,Árabe,Thu,3.750000,58.8475
UY,4,Panadería,Thu,5.750000,87.775
UY,3,Empanadas,Sun,2.750000,40.06
CO,48,Parrilla,Tue,53.250000,694.1275
CO,108,Helados,Mon,10.750000,137.9525
CO,108,Helados,Sun,18.000000,303.355
MX,901,Pizza,Wed,84.000000,1367.55
AR,27,Jugos,Fri,0.250000,2.5575
MX,1045,China,Mon,30.250000,654.2225
MX,1528,Chilaquiles y Enchiladas,Wed,9.750000,99.9175
MX,1528,Chilaquiles y Enchiladas,Mon,10.500000,117.615
EC,242,Sushi,Tue,0.750000,12.015
MX,728,Hamburguesas,Sun,52.750000,1213.64
MX,728,Hamburguesas,Fri,60.500000,1428.27
MX,542,Café y Té,Sat,79.750000,1131.2975
MX,730,Sándwiches,Wed,41.000000,449.915
MX,730,Sándwiches,Sat,30.500000,481.0475
MX,1311,Barbacoa y Birria,Sun,11.500000,263.98
MX,293,Pescados y Mariscos,Mon,13.500000,262.965
MX,293,Pescados y Mariscos,Thu,11.750000,227.4575
MX,214,Sushi,Tue,15.000000,397.5175
MX,1388,Sándwiches,Tue,25.500000,305.8025
MX,1388,Sándwiches,Sun,17.750000,294.3575
MX,727,Postres,Fri,8.750000,142.6175
MX,821,Postres,Thu,62.750000,758.1775
MX,1437,Café y Té,Tue,64.250000,1007.5175
EC,192,Asiática,Mon,17.750000,225.4425
MX,860,Antojitos y Garnachas,Fri,21.250000,251.75
BR,1354,Sopas,Mon,0.250000,3.3825
CO,22,Parrilla,Tue,41.000000,978.0525
BR,12,Pizza,Wed,17.250000,402.3075
AR,459,Sándwiches,Sat,4.250000,40.1175
AR,7,Sándwiches,Sat,25.000000,325.6775
EC,140,Sushi,Wed,8.250000,359.4925
AR,163,Pollo,Tue,1.000000,15.3975
AR,163,Pollo,Thu,1.250000,25.4475
AR,163,Pollo,Mon,0.250000,3.455
CO,56,Café,Mon,102.750000,1087.3525
CO,56,Café,Fri,99.750000,1001.1875
MX,569,Saludables y Ensaladas,Thu,29.250000,309.575
MX,731,Mexicana,Fri,30.500000,354.0475
MX,731,Mexicana,Tue,26.750000,263.1475
MX,819,Pizza,Tue,173.750000,2772.565
MX,1536,Antojitos y Garnachas,Sat,21.250000,227.695
AR,9,Argentina,Sun,3.000000,28.115
CL,23,Asiática,Tue,6.500000,177.135
CO,17,Árabe,Tue,87.250000,1654.575
CO,48,Perros Calientes,Mon,18.000000,197.915
CL,26,Peruana,Fri,4.250000,71.8025
CO,4,Peruana,Sun,101.750000,3035.7375
MX,1412,Tacos,Sat,37.500000,752.345
MX,1412,Tacos,Thu,27.750000,563.6
MX,659,Panadería y Pastelería,Fri,1.250000,14.29
MX,1444,Postres,Wed,1.500000,15.7675
CO,199,Desayunos,Thu,15.250000,133.6175
CO,25,Café,Fri,49.500000,544.725
CO,3,Helados,Sun,63.750000,717.6125
MX,1247,Pizza,Wed,3.500000,42.2575
MX,527,Postres,Thu,6.000000,92.8425
MX,527,Postres,Sat,4.250000,63.4425
MX,1205,Tortas y Lonches,Sun,2.500000,40.585
CO,365,Parrilla,Sun,22.500000,382.59
CO,354,China,Fri,130.250000,2371.87
CO,354,China,Sun,178.750000,3887.615
MX,1478,Antojitos y Garnachas,Tue,0.250000,1.715
MX,1216,Sándwiches,Sun,5.750000,90.8175
PE,53,Café,Fri,33.750000,333.93
CL,189,Asiática,Sun,0.500000,18.665
CO,26,Sánduches,Sat,198.500000,2874.3475
MX,661,Pollo,Fri,42.250000,674.13
AR,502,Pizza,Wed,14.000000,215.185
AR,502,Pizza,Fri,34.750000,530.4975
CO,11,China,Thu,12.750000,160.2075
MX,1515,Tacos,Wed,8.000000,81.0175
MX,1515,Tacos,Thu,7.500000,101.1675
BR,62,Pizza,Wed,0.250000,1.965
MX,819,Asiática,Thu,33.250000,718.19
MX,819,Asiática,Tue,25.500000,582.5625
MX,819,Asiática,Sun,45.750000,1437.59
MX,819,Asiática,Wed,28.500000,624.535
CO,39,Asiática,Thu,56.500000,805.2625
MX,835,Asiática,Mon,3.500000,80.2625
AR,161,Empanadas,Tue,3.000000,35.885
AR,497,Sándwiches,Sat,7.000000,78.8775
AR,497,Sándwiches,Sun,4.500000,46.2525
MX,766,Sándwiches,Sat,11.750000,187.0325
CO,136,Típica,Tue,32.250000,305.69
BR,354,Grelhado,Mon,0.250000,0
AR,4,Helados,Tue,17.000000,305.755
AR,4,Helados,Thu,18.500000,383.28
PE,56,Pollo crujiente,Sat,0.750000,21.8
MX,733,Helados y Nieves,Fri,6.750000,70.0375
AR,13,Argentina,Mon,56.250000,1076.7275
AR,13,Argentina,Tue,41.000000,781.0625
AR,13,Argentina,Sun,49.250000,834.7675
BR,26,Café da Manhã,Sat,0.750000,5.5575
CO,4,Experiencias Foodies,Tue,1.500000,5.6275
CO,49,Saludable,Sun,34.000000,530.76
CO,19,Pollo,Mon,23.250000,462.24
PE,105,Árabe,Fri,50.750000,1015.885
CO,50,Café,Sun,20.500000,237.965
CO,39,Helados,Fri,50.750000,485.515
CO,33,Parrilla,Thu,37.750000,537.475
BR,1318,Japonesa,Wed,4.750000,80.6525
BR,1318,Japonesa,Sat,3.750000,64.625
EC,192,Ceviches,Sun,3.250000,37.4325
EC,192,Ceviches,Wed,0.250000,5.0725
EC,192,Ceviches,Mon,1.750000,22.97
MX,1431,Hamburguesas,Wed,24.500000,426.1625
MX,1420,Antojitos y Garnachas,Tue,2.000000,30.1975
BR,1340,Burgers,Wed,4.750000,81.165
MX,1418,Tortas y Lonches,Tue,35.750000,426.275
MX,530,Tortas y Lonches,Sun,40.250000,1128.1525
MX,375,Chilaquiles y Enchiladas,Sun,2.000000,34.98
AR,152,Hamburguesa,Sun,20.750000,338.1175
AR,87,Empanadas,Wed,26.000000,445.265
BR,12,Frutos do Mar,Thu,3.250000,67.3
CL,221,Hamburguesa,Sun,18.000000,344.5525
CL,21,Comida Casera,Tue,29.000000,442.83
UY,2,Pizza,Sun,1.250000,17.42
CL,20,Pastelería y Postres,Fri,1.500000,32.1275
PE,216,Helados,Mon,2.000000,20.93
PE,216,Helados,Thu,1.750000,11.4
MX,1219,China,Fri,3.000000,72.0275
MX,1219,China,Mon,2.000000,45.6325
MX,1332,Panadería y Pastelería,Fri,1.750000,14.08
CL,2,Hamburguesa,Mon,49.500000,922.785
MX,1464,Pollo,Sun,47.250000,893.0525
MX,1124,Café y Té,Wed,3.000000,35.3525
CO,8,Helados,Fri,88.750000,975.7525
CO,8,Helados,Mon,77.250000,847.64
CO,3,Pescados y Mariscos,Tue,2.000000,33.88
MX,1531,Pescados y Mariscos,Fri,0.750000,32.6325
BR,1350,Italiana,Thu,4.000000,60.38
MX,1125,Alitas,Mon,1.750000,19.6625
MX,1125,Alitas,Tue,0.250000,2.6475
MX,1518,Café y Té,Tue,22.250000,234.645
PE,216,Hamburguesa,Tue,96.000000,1251.775
AR,8,Hamburguesa,Thu,41.250000,572.0025
AR,498,Hamburguesa,Mon,50.250000,791.82
MX,1179,Comida Rápida,Fri,12.750000,174.43
CO,135,Pollo,Sun,138.500000,1873.8525
CO,91,Helados,Wed,3.250000,36.8125
CO,91,Helados,Sun,8.000000,84.725
AR,469,Postres,Sun,0.000000,0
EC,153,Ecuatoriana,Sun,50.750000,597.96
PE,138,Pollería,Fri,1.250000,7.2375
CO,199,Internacional,Wed,0.250000,1.8725
MX,297,Postres,Sun,6.500000,69.425
BR,1319,Crepes,Mon,0.250000,6.035
MX,928,Desayunos y Brunch,Thu,9.000000,116.42
MX,1465,Comida Rápida,Mon,4.000000,64.6
MX,1465,Comida Rápida,Wed,3.500000,60.8575
MX,821,Sushi,Sat,37.000000,652.8125
MX,551,Mexicana,Fri,5.000000,59.1875
CL,220,Café,Fri,1.500000,20.915
PE,53,Sopas y Cremas,Tue,32.750000,293.6475
PE,53,Sopas y Cremas,Thu,35.250000,306.715
PE,53,Sopas y Cremas,Fri,28.250000,273.9225
PE,53,Sopas y Cremas,Sat,35.000000,334.715
AR,152,Pizza,Fri,3.750000,52.2325
AR,161,Milanesas,Sat,4.500000,79.6
BR,336,Pizza,Sat,3.250000,67.8075
BR,336,Pizza,Sun,3.250000,56.5
AR,1,Helados,Thu,3.750000,36.7825
CO,219,Sánduches,Fri,16.000000,230.8975
CO,264,Postres,Sun,7.000000,68.3575
CO,264,Postres,Thu,1.750000,13.1325
MX,1459,Comida Rápida,Mon,0.250000,1.91
CL,7,Pizzas,Thu,43.000000,847.565
BR,1403,Sanduíches,Tue,1.250000,13.17
PE,143,Pizzas,Fri,3.250000,29.4025
PE,104,Pollería,Sat,79.000000,781.48
EC,168,Helados,Sat,5.250000,55.315
EC,197,Desayuno,Sun,4.250000,56.66
AR,444,Panadería,Thu,2.500000,22.8075
CL,2,Saludable,Thu,9.250000,177.05
CL,2,Saludable,Tue,7.750000,152.96
MX,1412,Pescados y Mariscos,Wed,4.250000,146.62
MX,1412,Pescados y Mariscos,Sun,10.000000,378.22
MX,1412,Pescados y Mariscos,Thu,4.250000,192.17
PE,7,Postres,Sat,163.750000,2407.4575
CL,290,Sushi,Sat,0.750000,1.2625
CL,220,Mexicana,Mon,2.250000,37.67
EC,100,Pescados y Mariscos,Sun,0.250000,2.06
BR,1358,Poke,Tue,0.500000,5.3425
CL,127,Hamburguesa,Mon,13.500000,268.655
CO,24,Asiática,Fri,4.750000,49.91
CO,24,Asiática,Sun,13.500000,196.44
CO,23,Vegetariana,Sun,0.750000,9.26
CO,264,Internacional,Sat,0.250000,9.23
CO,202,Árabe,Wed,3.750000,79.82
CO,202,Árabe,Thu,3.750000,64.475
CO,21,Desayunos,Sun,52.750000,879.8325
MX,766,Pollo,Wed,16.750000,269.0825
MX,1509,Tacos,Wed,9.250000,140.0675
CO,72,Pollo,Fri,182.000000,3147.6925
CO,72,Pollo,Wed,146.250000,2289.2075
MX,922,Smoothies y Jugos,Wed,7.750000,92.94
MX,922,Smoothies y Jugos,Sat,11.500000,152.3175
MX,922,Smoothies y Jugos,Tue,7.250000,89.56
CO,27,Empanadas,Sat,11.500000,140.685
CO,72,Pollo,Sat,222.500000,3853.7975
CO,7,Salchipapas,Wed,248.000000,3991.0625
CO,7,Salchipapas,Fri,431.000000,7349.815
CO,6,Asiática,Tue,38.500000,650.0175
MX,1429,Panadería y Pastelería,Wed,3.750000,57.4925
MX,1426,China,Fri,1.750000,36.5075
MX,1426,China,Mon,0.250000,3.3225
MX,730,Tacos,Wed,14.500000,256.8675
MX,730,Tacos,Mon,13.000000,258.2325
CO,168,Hamburguesa,Mon,27.750000,381.4825
MX,1401,Comida Rápida,Mon,7.000000,106.8575
CO,164,China,Tue,12.000000,169.835
CO,164,China,Sun,34.250000,581.9425
MX,944,Saludables y Ensaladas,Sat,27.750000,645.285
MX,1518,Pollo,Mon,18.250000,325.7725
MX,1518,Pollo,Fri,21.500000,401.815
MX,1518,Pollo,Sun,31.250000,549.52
MX,657,Comida Rápida,Sat,9.250000,136.39
MX,657,Comida Rápida,Mon,4.500000,70.8925
MX,657,Comida Rápida,Fri,4.750000,78.825
MX,667,Sushi,Mon,9.500000,206.2325
MX,766,Café y Té,Mon,4.250000,66.6625
MX,766,Café y Té,Tue,3.750000,37.26
MX,766,Café y Té,Sun,3.750000,83.245
MX,766,Café y Té,Wed,6.250000,85.0175
AR,579,Argentina,Sun,36.750000,317.8175
CO,86,Poke,Thu,0.500000,3.635
CO,247,Sánduches,Sat,62.000000,921.645
PE,191,Chifa,Tue,6.500000,45.7925
PE,191,Chifa,Sat,7.250000,52.4125
PE,191,Chifa,Sun,10.750000,84.0175
CL,127,Saludable,Mon,0.250000,1.72
CO,86,Postres,Sun,64.250000,655.39
MX,1386,Sushi,Sat,139.000000,4885.1475
MX,526,Mexicana,Thu,16.000000,234.96
MX,1047,Smoothies y Jugos,Thu,2.500000,25.15
MX,116,Tortas y Lonches,Fri,6.500000,63.52
AR,576,Italiana,Thu,112.250000,2964.7875
MX,1451,Comida Rápida,Fri,22.250000,494.945
MX,1205,Tacos,Sun,33.750000,480.335
MX,819,Pollo,Thu,128.000000,1986.435
PE,108,Salchipapas,Sun,44.750000,537.9725
CO,88,Italiana,Fri,3.750000,38.97
PE,208,Postres,Sat,1.750000,7.3675
MX,892,Smoothies y Jugos,Wed,4.250000,70.355
MX,1365,Internacional,Fri,0.750000,6.3275
MX,1420,Tacos,Sun,6.250000,86.5375
MX,1073,Café y Té,Sat,117.750000,1935.9375
CO,102,Pollo,Mon,198.750000,2827.11
CO,102,Pollo,Wed,168.750000,2313.8775
MX,1216,Pollo,Sat,12.500000,233.0125
MX,1003,Árabe,Wed,41.750000,842.7925
MX,886,China,Tue,15.750000,248.54
MX,886,China,Fri,16.500000,294.2325
MX,569,Tacos,Sun,81.250000,1081.24
MX,1125,Tacos,Sun,4.000000,41.4025
MX,1335,Alitas,Wed,4.000000,66.135
MX,569,Carnes y BBQ,Sat,10.750000,166.3175
CL,7,Saludable,Thu,10.000000,143.2025
CL,7,Saludable,Wed,8.500000,124.895
MX,731,Café y Té,Sat,57.250000,583.78
MX,731,Café y Té,Wed,54.750000,530.6525
PE,187,Sándwiches,Sat,49.000000,668.8025
MX,1371,Empanadas,Fri,17.000000,468.625
AR,571,Café,Mon,0.750000,6.775
EC,145,Pescados y Mariscos,Sat,1.500000,39.5075
AR,444,Sándwiches,Sat,10.000000,130.37
AR,444,Sándwiches,Thu,11.750000,135.3675
PE,209,Alitas,Fri,14.750000,214.97
AR,233,Pizza,Thu,4.500000,82.885
CL,12,Sushi,Wed,20.750000,621.965
CL,12,Sushi,Sun,41.750000,1155.0825
CL,12,Sushi,Thu,26.000000,720.54
MX,551,Postres,Thu,1.250000,10.04
CO,39,Mexicana,Fri,34.250000,520.6275
CO,200,Típica,Wed,15.000000,104.425
CL,1,Sushi,Thu,20.000000,443.84
PE,26,Carnes,Sun,97.250000,1903.955
PE,7,Salchipapas,Sat,58.000000,789.3175
PE,9,Carnes,Mon,23.250000,521.94
PE,9,Carnes,Fri,32.250000,805.2025
CO,14,Sushi,Tue,23.750000,561.4875
EC,242,Parrilla,Sun,1.750000,27.1125
CO,6,Parrilla,Sat,57.500000,1211.4275
CO,48,Italiana,Thu,9.250000,123.725
EC,146,Helados,Tue,0.750000,3.8975
MX,1062,Pescados y Mariscos,Sun,25.750000,628.195
MX,1062,Pescados y Mariscos,Wed,9.250000,160.0325
MX,818,Asiática,Sun,6.250000,96.08
CO,136,Mexicana,Fri,4.750000,85.6
MX,898,Mexicana,Sun,40.250000,672.85
MX,860,Alitas,Sat,23.500000,533.2275
MX,908,Sushi,Thu,66.000000,1944.825
MX,1499,Alitas,Thu,14.500000,369.095
MX,1499,Alitas,Tue,11.750000,274.4775
MX,293,Postres,Sun,23.500000,250.99
BR,1340,Pizza,Sun,1.250000,28.4575
MX,1418,Empanadas,Thu,0.500000,26.8325
MX,1426,Chilaquiles y Enchiladas,Fri,9.750000,132.2625
MX,1426,Chilaquiles y Enchiladas,Tue,6.500000,74.9875
MX,1411,Tacos,Wed,28.000000,530.5625
MX,1411,Tacos,Mon,30.750000,614.9475
MX,1411,Tacos,Fri,30.500000,591.545
EC,18,Pollo,Sat,4.250000,62.885
MX,909,Panadería y Pastelería,Fri,4.500000,37.12
MX,909,Panadería y Pastelería,Tue,2.750000,27.8
MX,1543,Café y Té,Sun,16.500000,226.5125
MX,766,Pizza,Mon,30.750000,477.4475
BR,336,Sobremesas,Fri,3.500000,28.575
AR,606,Italiana,Sat,0.250000,5.435
MX,727,Pescados y Mariscos,Wed,0.750000,6.73
BR,13,Salgados,Fri,2.750000,47.0425
AR,501,Hamburguesa,Mon,54.000000,869
AR,169,Internacional,Sat,7.250000,113.7525
AR,571,Asado,Thu,2.750000,59.915
CO,164,Saludable,Sat,4.750000,68.8625
MX,1409,Mexicana,Thu,3.250000,29.89
CO,10,Italiana,Thu,44.000000,856.07
EC,145,Mexicana,Sun,1.250000,38.89
CL,21,Italiana,Sun,8.250000,246.9
MX,1388,Tacos,Tue,19.750000,299.22
MX,730,Tacos,Tue,14.000000,252.7225
MX,1022,Smoothies y Jugos,Wed,0.250000,9.7125
CO,21,Panadería,Sat,9.250000,115.335
MX,661,China,Sat,2.750000,57
AR,597,Desayunos y Meriendas,Wed,3.500000,29.88
AR,597,Desayunos y Meriendas,Sat,3.750000,34.235
MX,1372,Barbacoa y Birria,Mon,1.000000,8.5525
BR,1265,Sobremesas,Sun,0.750000,20.355
CO,52,Hamburguesa,Sat,14.750000,177.1325
MX,1380,Helados y Nieves,Fri,6.250000,73.8775
EC,262,Parrilla,Tue,1.250000,13.915
EC,262,Parrilla,Fri,1.500000,23.035
MX,880,Barbacoa y Birria,Thu,3.500000,50.71
MX,1478,Pizza,Mon,6.750000,116.8375
CL,215,Hamburguesa,Tue,39.750000,645.615
MX,1007,Carnes y BBQ,Mon,31.500000,1115.04
MX,1007,Carnes y BBQ,Sun,44.000000,1785.39
PE,12,Pollo crujiente,Mon,36.000000,823.53
PE,12,Pollo crujiente,Sat,83.750000,1949.9425
CO,267,Sánduches,Fri,27.250000,448.715
CO,202,Típica,Sat,94.750000,1000.1075
PE,216,Salchipapas,Sat,22.750000,239.0875
PE,216,Salchipapas,Thu,10.750000,106.92
CO,137,Pizza,Mon,46.500000,766.435
CO,137,Pizza,Thu,48.000000,785.6725
CO,365,Postres,Mon,3.000000,48.26
CO,200,Perros Calientes,Sun,11.000000,155.4825
MX,1415,China,Mon,15.250000,171.9275
MX,1128,Pizza,Mon,23.250000,261.3325
MX,1388,Chilaquiles y Enchiladas,Tue,15.000000,263.5075
BR,1319,Sopas,Sat,1.250000,12.895
MX,887,Alitas,Mon,11.250000,314.13
BR,1354,Pizza,Tue,0.750000,56.395
MX,1504,Hamburguesas,Thu,5.250000,62.6325
MX,1429,Café y Té,Sun,55.250000,763.87
AR,533,Internacional,Fri,6.000000,83.005
AR,13,Asiática,Thu,131.500000,2963.8225
CL,10,Saludable,Thu,6.000000,97.81
MX,951,Café y Té,Thu,26.250000,318.4275
MX,1415,Tortas y Lonches,Mon,16.250000,184.875
MX,1415,Tortas y Lonches,Tue,10.500000,132.47
MX,1466,Mexicana,Thu,8.000000,97.005
AR,162,Argentina,Sat,4.250000,39.0475
CO,100,Peruana,Mon,0.750000,25.4025
CO,84,Poke,Mon,4.750000,108.2275
AR,16,Hamburguesa,Sun,225.750000,4377.4925
PE,41,Sopas y Cremas,Fri,5.250000,59.435
AR,594,Argentina,Sun,2.000000,24.4475
PE,143,Saludable,Sun,0.500000,2.625
PE,6,Hamburguesa,Mon,222.500000,3392.595
CO,247,Experiencias Foodies,Tue,1.500000,5.76
CO,247,Experiencias Foodies,Sat,0.750000,5.5575
MX,116,Antojitos y Garnachas,Sat,29.750000,411.5875
MX,1418,Helados y Nieves,Sat,62.000000,849.0425
MX,1188,Hamburguesas,Tue,34.000000,543.175
MX,954,Panadería y Pastelería,Fri,25.500000,420.8775
MX,954,Panadería y Pastelería,Sat,34.750000,648.9625
MX,1490,Italiana,Wed,5.000000,59.5075
MX,1490,Italiana,Thu,4.750000,62.1675
MX,911,Sándwiches,Thu,63.750000,879.5775
AR,484,Sándwiches,Tue,0.750000,4.8825
AR,484,Sándwiches,Wed,0.500000,4.625
MX,1312,Mexicana,Tue,6.500000,83.1875
MX,56,Internacional,Fri,0.500000,5.825
MX,554,Pollo,Thu,2.250000,20.255
CL,187,Saludable,Sun,0.250000,2.7
BR,1358,Japonesa,Wed,8.000000,216.8225
MX,116,Barbacoa y Birria,Tue,3.500000,57.535
MX,880,Chilaquiles y Enchiladas,Sat,14.750000,242.2725
MX,880,Chilaquiles y Enchiladas,Tue,11.250000,153.82
CO,84,Pescados y Mariscos,Wed,19.250000,340.87
CO,84,Pescados y Mariscos,Sun,45.500000,968.2575
CO,84,Pescados y Mariscos,Thu,22.250000,369.7025
AR,582,Sándwiches,Mon,14.500000,153.31
AR,18,Pizza,Sat,6.750000,107.4575
PE,216,Pizzas,Thu,112.750000,2163.12
PE,216,Pizzas,Mon,121.250000,2114.325
EC,241,Vegetariana,Mon,0.250000,0.375
BR,1359,Italiana,Wed,0.250000,2.5525
MX,880,Sushi,Thu,14.250000,417.915
PE,7,Sándwiches,Sat,64.000000,846.895
MX,1084,Tacos,Sun,1.250000,26.0625
MX,1084,Tacos,Tue,1.500000,15.315
CO,18,China,Tue,34.750000,613.035
CO,18,China,Fri,44.000000,779.35
PE,211,Salchipapas,Thu,4.750000,40.5775
CO,100,China,Wed,20.250000,315.9675
CO,100,China,Mon,24.250000,368.4375
MX,1333,Alitas,Sun,15.000000,363.745
MX,1515,Chilaquiles y Enchiladas,Fri,3.000000,25.0625
EC,77,Pizza,Sat,3.250000,71.05
MX,457,Sushi,Thu,23.750000,345.1825
MX,1310,Pizza,Thu,0.500000,9.46
CR,3,Pizza,Tue,0.750000,24.465
MX,928,Comida Rápida,Sat,45.250000,827.615
MX,928,Comida Rápida,Thu,23.500000,421.5125
MX,1384,Sándwiches,Fri,34.000000,471.585
CO,7,Alitas,Wed,181.250000,4892.345
MX,1365,Alitas,Sat,10.250000,205.7175
MX,460,Árabe,Mon,0.500000,17.97
CO,61,Sánduches,Sat,244.000000,3988.94
CO,61,Sánduches,Tue,191.000000,2700.1125
MX,1146,Sándwiches,Fri,15.250000,166.025
CO,95,Hamburguesa,Mon,42.500000,764.1875
CO,21,Mexicana,Sun,42.000000,587.01
CO,8,Mexicana,Sat,55.500000,1067.66
CO,8,Mexicana,Fri,50.000000,892.04
CO,199,Empanadas,Fri,12.750000,112.7125
MX,860,Barbacoa y Birria,Thu,4.750000,88.4425
MX,909,Smoothies y Jugos,Mon,5.750000,83.0525
MX,909,Smoothies y Jugos,Fri,5.750000,88.205
BR,1354,Sobremesas,Fri,0.250000,5.5175
PE,105,Sopas y Cremas,Thu,45.750000,576.745
PE,26,Pollería,Sat,60.750000,1042.605
PE,26,Pollería,Sun,82.750000,1509.7775
EC,195,Pollo,Fri,4.250000,62.7125
CO,53,Postres,Thu,88.750000,841.2225
CO,53,Postres,Sat,93.750000,880.155
CO,53,Postres,Fri,79.750000,663.4775
AR,63,Milanesas,Tue,1.750000,23.255
BR,11,Salgados,Sat,2.250000,30.4425
MX,1131,Sushi,Wed,3.250000,58.435
MX,1131,Sushi,Thu,4.250000,77.235
MX,1391,Carnes y BBQ,Wed,15.250000,212.35
MX,1391,Carnes y BBQ,Sat,14.000000,225.5075
MX,1391,Carnes y BBQ,Tue,13.000000,213.4375
MX,1391,Carnes y BBQ,Sun,11.250000,229.0675
MX,1274,Pescados y Mariscos,Tue,1.250000,40.8325
AR,388,Argentina,Sat,1.000000,5.8825
AR,388,Argentina,Tue,0.250000,1.135
CO,48,Italiana,Mon,8.500000,135.9875
EC,153,Helados,Sun,2.500000,23.1675
AR,506,Sándwiches,Sat,9.750000,162.2375
PE,17,Pizzas,Wed,20.500000,388.735
PE,216,Hamburguesa,Mon,106.000000,1340.8025
CO,256,Típica,Sat,22.250000,296.0875
CO,10,Poke,Sun,55.750000,1196.765
CO,10,Poke,Mon,56.250000,959.17
BR,1350,Japonesa,Thu,2.500000,73.2625
CO,58,Italiana,Wed,8.500000,98.4325
CO,267,Comida Rápida,Sat,7.750000,104.585
CO,56,Italiana,Tue,17.500000,325.4025
CO,56,Italiana,Sun,19.500000,422.72
MX,860,Smoothies y Jugos,Tue,2.250000,27.7325
MX,1037,Desayunos y Brunch,Tue,18.000000,372.405
MX,1426,Carnes y BBQ,Fri,1.000000,25.8775
MX,1510,Panadería y Pastelería,Mon,6.000000,43.7975
MX,659,Smoothies y Jugos,Tue,16.500000,233.34
MX,659,Smoothies y Jugos,Wed,21.250000,284.5425
MX,629,Antojitos y Garnachas,Tue,6.000000,49.68
MX,628,Desayunos y Brunch,Wed,10.000000,143.59
MX,1505,Comida Rápida,Fri,7.750000,75.1125
MX,227,Smoothies y Jugos,Tue,2.500000,43.6825
MX,227,Smoothies y Jugos,Mon,2.500000,35.6025
MX,227,Smoothies y Jugos,Sun,1.250000,19.3775
MX,1392,Pizza,Mon,69.750000,788.0075
MX,1392,Pizza,Wed,53.500000,611.3775
MX,1392,Pizza,Sat,115.000000,1372.02
MX,1331,Postres,Fri,0.250000,4.985
MX,1422,Tortas y Lonches,Sat,18.750000,243.3625
MX,939,Barbacoa y Birria,Sat,28.250000,1568.1125
MX,939,Barbacoa y Birria,Sun,64.000000,3533.9175
MX,730,Barbacoa y Birria,Mon,0.500000,2.92
MX,729,Panadería y Pastelería,Tue,3.500000,51.2525
MX,527,Pollo,Wed,16.500000,249.15
MX,885,Hamburguesas,Mon,52.750000,922.8475
MX,1511,Café y Té,Sun,9.000000,123.2425
PE,103,Pescados y Mariscos,Tue,1.000000,5.5975
CL,12,Hot Dogs,Thu,29.000000,586.8275
CL,12,Hot Dogs,Wed,25.000000,450.96
MX,1502,Hamburguesas,Tue,8.000000,83.6275
MX,1502,Hamburguesas,Thu,9.000000,117.3175
MX,764,Helados y Nieves,Fri,0.250000,4.04
PE,50,Alitas,Thu,32.500000,449.1675
