COUNTRY,STORE_OP_ZONE_ID,BRAND_CATEGORY,DIA_SEMANA,ORDENES_TOTALES_DIA_AVG,GMV_DIA_AVG
MX,57,Saludables y Ensaladas,Wed,34.750000,555.295
AR,596,Panadería,Thu,185.250000,2300.27
MX,1007,Mexicana,Sun,320.500000,7251.9875
MX,838,Smoothies y Jugos,Tue,6.250000,89.785
MX,659,Saludables y Ensaladas,Thu,14.750000,216.2225
MX,661,Pollo,Sun,55.500000,942.5375
MX,1037,Pizza,Sat,726.750000,11248.99
MX,657,Pollo,Tue,44.250000,663.945
MX,892,Pizza,Sun,326.250000,5601.1725
AR,12,Pollo,Mon,426.000000,8308.1375
CL,3,Saludable,Fri,32.250000,517.275
UY,3,Internacional,Sat,10.750000,191.3
CL,192,Saludable,Mon,1.000000,16.2525
BR,3,Burgers,Mon,4.750000,51.8675
CL,7,Asiática,Sat,15.500000,295.755
PE,10,Chifa,Wed,554.500000,8968.87
CO,95,Sushi,Sun,9.750000,271.8
MX,227,Pollo,Thu,40.750000,601.4525
CO,7,Mexicana,Fri,1016.250000,18804.415
MX,57,Postres,Thu,57.250000,737.97
MX,838,Antojitos y Garnachas,Thu,6.000000,85.4525
MX,985,Postres,Thu,31.250000,443.5025
MX,989,Tacos,Thu,181.500000,3192.89
MX,1067,Tortas y Lonches,Thu,101.000000,1522.905
CO,168,Mexicana,Sun,29.750000,471.2925
MX,1007,Postres,Mon,365.000000,6446.4725
EC,192,Pizza,Sat,9.500000,210.875
CL,13,Sushi,Mon,17.500000,312.1175
AR,576,Empanadas,Sat,252.750000,5318.4075
MX,886,Antojitos y Garnachas,Wed,98.500000,1259.985
MX,566,Smoothies y Jugos,Wed,4.000000,42.095
MX,542,Pescados y Mariscos,Tue,6.000000,103.45
CO,208,China,Thu,31.750000,332.99
PE,9,Hamburguesa,Wed,831.000000,13804.7
BR,1358,Sobremesas,Sat,15.000000,303.015
AR,546,Hamburguesa,Fri,288.750000,5522.1875
AR,24,Postres,Sat,20.250000,190.48
CL,24,Pastelería y Postres,Fri,8.250000,213.2575
CO,213,Mexicana,Thu,19.750000,230.91
CO,7,Sushi,Mon,488.250000,12947.5575
BR,1319,Burgers,Wed,45.000000,689.84
AR,461,Pizza,Thu,6.250000,87.29
AR,506,Helados,Tue,12.750000,113.24
CO,354,Saludable,Tue,323.750000,4827.69
CO,354,Sánduches,Tue,306.250000,4661.4275
AR,564,Pizza,Wed,19.750000,347.1875
CO,5,Internacional,Wed,7.250000,97.6075
BR,12,Italiana,Sat,22.000000,693.3775
CO,114,Hamburguesa,Sun,219.500000,2945.0975
AR,595,Empanadas,Fri,146.500000,2880.66
CO,17,Hamburguesa,Sat,2707.750000,51918.7725
CO,312,Comida Rápida,Thu,32.000000,341.4375
CO,29,Sushi,Thu,79.500000,1672.52
EC,195,Saludable,Mon,3.500000,52.34
MX,1418,Mexicana,Wed,97.750000,1698.165
MX,1457,Pizza,Mon,58.250000,887.3025
CO,318,Parrilla,Thu,43.000000,779.33
CO,28,Pollo,Sun,489.500000,8803.04
MX,865,Tacos,Wed,29.000000,631.0925
MX,865,Tacos,Thu,28.750000,675.2975
MX,860,Hamburguesas,Fri,232.000000,4453.1825
MX,860,Hamburguesas,Sun,300.000000,5985.3775
MX,972,Helados y Nieves,Fri,103.250000,1797.305
MX,566,Comida Rápida,Sat,11.750000,203.9
MX,730,Internacional,Fri,0.250000,2.8375
MX,886,Tortas y Lonches,Mon,114.250000,1433.3925
MX,1191,Tacos,Tue,8.000000,95.33
MX,1191,Tacos,Sat,26.750000,391.69
MX,1191,Tacos,Sun,32.500000,511.7825
MX,1457,Barbacoa y Birria,Thu,3.500000,46.455
CO,247,Postres,Sat,35.750000,399.8075
CO,25,Pizza,Thu,260.750000,4284.5125
MX,1133,Chilaquiles y Enchiladas,Tue,25.500000,337.5
MX,1429,Comida Rápida,Fri,9.500000,167.2525
MX,116,Antojitos y Garnachas,Thu,16.250000,179.725
CO,247,Postres,Mon,31.750000,303.3825
MX,1536,Hamburguesas,Fri,108.750000,1575.8825
MX,1007,Mexicana,Sat,265.250000,5784.015
MX,659,Postres,Fri,51.750000,646.445
MX,534,Tortas y Lonches,Mon,12.000000,192.58
MX,1003,Café y Té,Mon,901.000000,11345.875
MX,1003,Café y Té,Sat,820.000000,10816.605
MX,661,Pollo,Wed,37.750000,537.7225
MX,1003,Tacos,Thu,651.000000,13576.3125
MX,839,Carnes y BBQ,Sun,1.000000,11.07
MX,667,Café y Té,Sat,44.750000,443.8775
MX,1490,Barbacoa y Birria,Fri,3.250000,39.43
CO,15,Típica,Sun,30.500000,556.345
MX,838,Café y Té,Thu,60.000000,564.115
MX,1480,Pescados y Mariscos,Sat,2.000000,25.84
CO,35,Pescados y Mariscos,Mon,13.750000,123.065
MX,0,Chilaquiles y Enchiladas,Fri,96.250000,1509.8225
BR,54,Burgers,Tue,2.500000,39.9775
BR,54,Burgers,Sun,2.500000,61.0525
UY,3,Internacional,Sun,9.750000,176.995
UY,3,Internacional,Thu,7.500000,133.8725
PE,10,Chifa,Tue,538.750000,8766.4725
PE,31,Café,Wed,22.250000,243.4925
PE,31,Café,Thu,17.500000,155.4425
EC,151,Pescados y Mariscos,Tue,2.750000,42.7775
BR,1319,Pizza,Sat,47.000000,1050.265
AR,12,Café,Wed,304.000000,3664.975
CO,16,Café,Sun,165.250000,2031.5875
PE,32,Jugos y Batidos,Sun,14.500000,149.765
AR,87,Sándwiches,Tue,13.000000,142.8575
AR,87,Sándwiches,Thu,11.000000,135.1825
MX,939,Mexicana,Fri,255.000000,6434.365
MX,939,Mexicana,Mon,207.500000,4925.01
CO,39,Postres,Fri,57.250000,616.2075
CO,15,Pizza,Fri,134.500000,2845.29
CO,15,Pizza,Wed,64.750000,1169.915
AR,454,Hamburguesa,Tue,28.000000,407.9225
CL,11,Sándwiches,Sat,142.750000,2763.5475
CL,20,Pollo,Tue,0.750000,15.2425
CL,20,Pollo,Sun,1.500000,33.8675
MX,954,Pizza,Sun,427.250000,6742.835
CL,11,Pastelería y Postres,Tue,121.000000,1878.7725
MX,1073,Saludables y Ensaladas,Tue,55.250000,1096.2525
CO,26,Pollo,Thu,165.000000,2432.495
CO,17,Pollo,Tue,809.250000,12263.3525
MX,886,Café y Té,Fri,283.500000,3555.9625
MX,1060,Pizza,Sun,112.750000,2000.335
MX,1060,Pizza,Thu,63.000000,965.5
MX,1003,Postres,Wed,309.500000,4824.03
MX,1414,Sándwiches,Mon,38.000000,458.4925
BR,12,Italiana,Thu,15.750000,450.435
MX,1247,Pizza,Fri,2.000000,29.2975
CO,7,Desayunos,Thu,234.000000,3200.6825
MX,865,Tacos,Sun,34.500000,878.795
MX,860,Italiana,Tue,8.250000,165.5625
MX,659,Postres,Sun,46.000000,602.9625
MX,1432,Tacos,Thu,39.250000,539.9725
MX,1512,Asiática,Fri,3.000000,47.2775
MX,667,Café y Té,Thu,39.750000,399.93
CO,7,Saludable,Mon,1285.500000,21416.085
MX,838,Café y Té,Sat,57.500000,539.9925
CO,380,Comida Rápida,Fri,3.750000,31.9175
CO,4,Típica,Wed,891.000000,12223.2
MX,954,Pizza,Sat,406.750000,6602.01
MX,662,Mexicana,Fri,114.750000,1500.915
MX,886,Café y Té,Thu,289.500000,3520.2425
MX,1007,Saludables y Ensaladas,Mon,757.250000,15564.785
CO,312,Empanadas,Wed,5.750000,59.08
CO,262,Parrilla,Mon,54.500000,723.135
MX,835,Hamburguesas,Thu,224.250000,3804.21
CL,18,Saludable,Fri,81.000000,1293.1725
AR,169,Empanadas,Sat,73.250000,1868.1575
PE,187,Sushi,Wed,134.000000,2795.35
PE,71,Criolla,Tue,1.500000,10.9825
EC,80,Pizza,Mon,1.500000,90.65
PE,26,Sushi,Mon,83.000000,1290.795
PE,48,Jugos y Batidos,Tue,33.500000,313.46
AR,63,Empanadas,Sat,3.750000,48.115
PE,187,Sushi,Fri,203.000000,4611.645
MX,1481,Desayunos y Brunch,Sun,60.750000,1575.585
PE,187,Sushi,Tue,138.750000,3021.6475
CO,11,Café,Tue,55.500000,609.6675
CO,10,Pollo,Sat,619.250000,11273.45
CO,240,Perros Calientes,Tue,1.750000,24.905
CO,240,Perros Calientes,Thu,2.750000,40.1975
CO,247,Desayunos,Sat,25.000000,328.8375
CO,31,Desayunos,Sun,137.500000,1822.8125
CO,70,China,Mon,17.250000,257.945
MX,664,Mexicana,Thu,56.000000,798.0725
CO,342,Pizza,Wed,36.250000,540.7925
CO,312,Jugos y Batidos,Sun,22.000000,234.1475
MX,1067,Sushi,Thu,332.250000,7860.165
MX,873,Sushi,Sat,6.000000,151.96
CO,108,Sushi,Sat,9.000000,306.685
MX,1321,Café y Té,Tue,77.500000,856.84
CO,48,Postres,Sat,175.250000,1626.3125
CL,11,Café,Wed,29.250000,430.0625
CL,11,Café,Mon,31.500000,465.615
MX,729,Comida Rápida,Tue,10.500000,149.9975
MX,561,Sándwiches,Fri,70.500000,1026.65
MX,1531,Comida Rápida,Wed,11.500000,180.5725
MX,57,Sushi,Fri,82.000000,2091.8825
MX,375,Sushi,Sun,35.250000,690.24
MX,375,Sushi,Sat,34.000000,614.2225
MX,868,Pollo,Thu,102.750000,1983.69
CO,9,Asiática,Fri,170.500000,3337.4425
CO,312,Jugos y Batidos,Sat,31.750000,354.3175
MX,873,Sushi,Mon,2.500000,59.525
MX,1481,Asiática,Mon,23.250000,1104.6775
MX,1543,Mexicana,Tue,29.500000,344.4875
MX,868,Pollo,Tue,98.000000,1881.955
CO,11,Pollo,Thu,256.000000,3871.315
MX,1037,Carnes y BBQ,Sun,3.250000,259.4575
MX,673,Desayunos y Brunch,Sat,7.250000,188.4475
MX,860,Tacos,Sun,103.250000,2102.3675
AR,549,Sándwiches,Fri,12.000000,127.92
MX,1067,Helados y Nieves,Tue,112.750000,1643.8725
MX,1481,Italiana,Sat,27.250000,959.02
MX,1003,Antojitos y Garnachas,Sun,265.250000,5454.98
MX,1333,Sándwiches,Sat,15.750000,251.1425
MX,460,Sándwiches,Sat,58.250000,839.8775
MX,628,Hamburguesas,Fri,86.750000,1315.1925
MX,1481,Tacos,Tue,99.750000,2059.395
MX,1481,Tacos,Mon,120.000000,2915.8425
MX,1528,Café y Té,Mon,2.750000,36.3925
MX,1007,Poke,Wed,185.750000,4497.76
MX,1007,Poke,Sun,123.500000,3309.835
MX,1371,Postres,Fri,86.000000,1648.465
MX,886,Helados y Nieves,Fri,11.000000,130.4525
MX,886,Helados y Nieves,Sun,15.500000,217.8975
MX,954,Helados y Nieves,Wed,39.250000,615.3975
MX,928,Antojitos y Garnachas,Mon,59.500000,903.2275
MX,1531,Sushi,Thu,18.000000,329.39
MX,1531,Sushi,Sat,30.000000,678.8775
PE,50,Poke,Fri,29.750000,438.55
AR,488,Pollo,Sun,1.250000,15.8925
MX,563,Hamburguesas,Wed,70.000000,748.035
MX,765,Pollo,Mon,42.000000,668.725
EC,150,Árabe,Wed,24.750000,280.8125
PE,105,Pollo crujiente,Sun,593.500000,12255.3
MX,1429,Pescados y Mariscos,Thu,0.750000,17.2875
MX,1429,Pescados y Mariscos,Sat,4.750000,106.135
MX,886,Helados y Nieves,Thu,8.500000,109.815
AR,606,Argentina,Fri,2.500000,23.1225
MX,1416,Tacos,Tue,49.750000,756.83
AR,139,Sushi,Sat,42.000000,1104.6975
CO,223,Mexicana,Thu,1.250000,6.4725
CO,262,Jugos y Batidos,Sun,12.250000,98.57
CO,128,Arepas,Tue,1.000000,6.775
PE,169,Jugos y Batidos,Thu,1.500000,9.635
CO,354,Comida Rápida,Sat,73.500000,1215.595
BR,1465,Burgers,Mon,3.000000,42.65
MX,1505,Sushi,Thu,42.000000,616.455
MX,989,Postres,Thu,210.500000,3230.595
MX,1045,Pizza,Fri,231.000000,4029.315
MX,1045,Pizza,Tue,133.750000,2256.355
MX,939,Tacos,Thu,292.500000,7900.2025
MX,939,Tacos,Wed,237.000000,6428.8925
CL,11,Carnes,Sat,15.500000,498.9925
PE,105,Internacional,Thu,4.000000,39.2625
MX,1505,Sushi,Wed,41.250000,662.7925
MX,1062,Panadería y Pastelería,Tue,25.500000,200.975
MX,1062,Panadería y Pastelería,Thu,23.750000,208.0175
MX,972,Pizza,Fri,790.500000,12466.2075
MX,972,Pizza,Thu,560.750000,8280.8225
MX,972,Pizza,Tue,475.500000,6719.0525
CL,23,Hot Dogs,Sat,19.000000,346.39
MX,1007,Pizza,Thu,774.250000,15372.615
EC,140,Mexicana,Sat,14.000000,350.775
CO,73,Hamburguesa,Fri,26.750000,466.135
BR,4,Sanduíches,Tue,6.750000,127.5925
AR,249,Hamburguesa,Thu,86.000000,1394.895
AR,533,Panadería,Sat,9.000000,97.1175
MX,1369,Chilaquiles y Enchiladas,Tue,8.500000,146.4125
BR,1321,Frutos do Mar,Wed,0.250000,11.09
CL,9,Saludable,Tue,18.750000,319.94
CL,11,Pizzas,Tue,196.000000,4159.5475
PE,38,Café,Fri,28.750000,260.285
CL,191,Hamburguesa,Fri,18.500000,291.7075
PE,17,Vegetariana,Sat,0.250000,2.8425
MX,1381,Hamburguesas,Mon,105.750000,1686.49
CL,21,Vegetariana,Sat,0.500000,7.3425
CL,21,Vegetariana,Sun,1.000000,19.43
CO,354,Sushi,Wed,278.000000,6269.2375
CO,28,Asiática,Thu,141.500000,2286.7025
CO,28,Asiática,Wed,133.000000,2080.0325
MX,1003,N/A,Mon,1.500000,21.5425
CO,28,Desayunos,Thu,101.000000,1006.995
CO,28,Desayunos,Fri,78.250000,867.64
MX,1037,Café y Té,Sat,162.500000,2143.655
MX,1512,Café y Té,Fri,48.500000,524.1175
MX,1512,Café y Té,Tue,33.000000,373.9425
CO,199,Perros Calientes,Sun,10.250000,162.2725
MX,909,Pollo,Sat,253.250000,4862.87
AR,596,Helados,Thu,926.500000,12034.8525
AR,596,Helados,Sun,1689.500000,23105.5975
MX,107,Desayunos y Brunch,Fri,5.000000,54.635
EC,77,Parrilla,Sat,8.250000,170.9275
PE,209,Árabe,Fri,5.750000,53.245
CO,17,Poke,Fri,108.000000,1932.975
CO,17,Poke,Wed,114.750000,1948.735
CO,276,Helados,Sat,3.000000,21.9975
AR,13,Panadería,Wed,197.000000,2341.125
AR,10,Postres,Mon,26.250000,408.605
MX,0,Tortas y Lonches,Sun,109.250000,1773.4975
EC,150,Mexicana,Fri,5.750000,74.4375
MX,227,Barbacoa y Birria,Sun,12.500000,205.745
MX,227,Barbacoa y Birria,Wed,2.500000,44.1125
MX,954,Postres,Fri,74.500000,929.2125
MX,886,Hamburguesas,Wed,273.000000,4570.6775
CO,3,Pizza,Sat,29.000000,418.6025
MX,1003,Pizza,Tue,509.750000,9341.0275
AR,596,Postres,Fri,289.250000,5391.13
PE,10,Alitas,Thu,67.500000,1456.51
MX,1075,Café y Té,Sun,408.500000,5884.43
MX,1075,Café y Té,Fri,903.750000,11973.1675
CO,27,Hamburguesa,Fri,941.500000,15608.8125
MX,730,Antojitos y Garnachas,Thu,23.000000,356.5625
AR,579,Árabe,Tue,5.500000,108.6775
PE,9,Postres,Sat,789.750000,12521.53
EC,192,Helados,Sun,4.500000,39.7125
MX,989,Mexicana,Fri,148.000000,2519.9175
MX,928,Alitas,Mon,70.500000,1615.28
AR,244,Helados,Thu,18.250000,130.6575
PE,9,Pescados y Mariscos,Thu,66.750000,1412.9775
MX,1047,Tortas y Lonches,Thu,26.250000,378.7175
MX,1409,Tacos,Thu,8.500000,114.9175
MX,1478,Hamburguesas,Mon,40.750000,640.4025
MX,1478,Hamburguesas,Wed,35.500000,501.73
MX,1478,Hamburguesas,Fri,45.000000,736.3575
CO,219,Pollo,Wed,22.750000,351.86
CO,219,Pollo,Fri,27.500000,456.535
CO,65,Pizza,Mon,116.250000,2055.6475
CO,0,Desayunos,Tue,3.000000,18.3575
MX,526,Tortas y Lonches,Fri,17.750000,192.8825
MX,526,Tortas y Lonches,Mon,15.750000,175.21
MX,526,Tortas y Lonches,Thu,15.000000,169.61
AR,169,Helados,Wed,175.750000,2382.095
MX,0,Pescados y Mariscos,Thu,39.750000,690.3125
MX,0,Pescados y Mariscos,Sat,63.500000,1511.6825
MX,566,Internacional,Sun,1.750000,14.235
MX,566,Internacional,Tue,0.750000,7.55
CO,7,Sánduches,Mon,677.000000,10146.385
AR,490,Pizza,Sun,6.500000,96.2
CO,259,Típica,Mon,4.500000,96.435
PE,12,Hamburguesa,Fri,76.750000,1468.5375
PE,12,Hamburguesa,Tue,32.000000,485.7675
MX,1418,Pollo,Mon,132.000000,2430.9975
MX,1401,Mexicana,Sat,32.500000,564.9625
MX,939,Hamburguesas,Fri,406.000000,10987.04
PE,32,Sushi,Mon,24.000000,404.1575
MX,733,Sushi,Tue,18.250000,332.365
MX,733,Sushi,Wed,23.500000,456.3275
MX,733,Sushi,Sun,26.750000,621.25
MX,1037,Chilaquiles y Enchiladas,Mon,62.250000,936.41
CL,18,Sushi,Tue,118.500000,2635.595
CL,18,Sushi,Wed,126.000000,2903.1475
MX,1179,Pizza,Thu,97.500000,1317.795
MX,964,Mexicana,Tue,8.750000,79.1475
MX,765,Mexicana,Tue,36.250000,544.8025
MX,731,Pizza,Fri,142.000000,2007.9475
MX,1003,Sushi,Fri,835.250000,23269.635
EC,241,Pollo,Thu,72.750000,986.9975
EC,180,Saludable,Sun,3.500000,25.4775
MX,1369,Pizza,Tue,105.750000,1378.0525
CO,100,Helados,Mon,59.250000,600.83
CO,17,Parrilla,Wed,201.000000,4971.4075
CO,17,Parrilla,Mon,208.000000,5444.88
CO,61,Postres,Fri,488.750000,5786.8725
MX,836,Mexicana,Sun,186.500000,3348.61
MX,1515,Hamburguesas,Sat,178.750000,3095.0325
CO,5,Empanadas,Thu,8.750000,126.9425
CO,7,Jugos y Batidos,Tue,202.500000,2189.09
CO,7,Jugos y Batidos,Thu,247.500000,2713.6125
MX,1365,Tacos,Tue,16.500000,240.035
MX,1365,Tacos,Fri,19.750000,319.225
CO,58,Pollo,Fri,289.750000,3823.24
CO,343,Comida Rápida,Mon,17.000000,144.6875
CO,343,Comida Rápida,Fri,13.750000,131.0575
MX,951,Pollo,Wed,64.500000,929.1825
MX,296,Hamburguesas,Thu,109.000000,1486.075
MX,1331,Tacos,Fri,2.000000,23.1125
MX,375,Pizza,Sun,81.500000,1060.515
MX,836,Sándwiches,Tue,39.000000,549.825
MX,836,Sándwiches,Fri,41.500000,633.1475
MX,939,Sushi,Wed,145.500000,4681.615
PE,6,Pizzas,Sat,202.250000,4311.9625
PE,10,Pollería,Sat,1424.000000,34978.1825
PE,26,Alitas,Thu,27.250000,365.9875
MX,1148,Sushi,Mon,0.750000,10.3825
CO,65,Jugos y Batidos,Wed,14.250000,97.5975
EC,241,Asiática,Tue,141.000000,2441.7775
MX,885,Poke,Fri,14.000000,306.405
MX,1205,Postres,Sat,5.750000,90.465
MX,1205,Postres,Sun,4.250000,80.505
MX,55,Mexicana,Thu,152.500000,2562.38
MX,1120,Sushi,Fri,3.000000,81.1325
AR,63,Internacional,Fri,0.500000,7.0275
AR,576,Panadería,Wed,127.750000,1518.64
AR,576,Panadería,Sun,235.000000,2906.7175
MX,954,Hamburguesas,Tue,212.000000,2934.295
MX,1047,Café y Té,Thu,205.500000,2762.125
MX,1075,Saludables y Ensaladas,Tue,326.250000,6565.725
CO,223,Mexicana,Sun,2.750000,10.8425
CO,262,Jugos y Batidos,Tue,10.500000,91.5425
PE,105,Internacional,Wed,5.750000,80.0475
MX,972,Pizza,Sun,994.250000,16335.705
CO,354,Sushi,Sat,454.000000,11602.24
CO,354,Sushi,Mon,283.000000,6698.79
PE,209,Árabe,Thu,3.000000,27.5225
CO,28,Asiática,Fri,171.000000,3073.12
PE,10,Desayunos,Sat,301.500000,4891.35
EC,150,Mexicana,Sat,8.750000,136.14
CO,18,Pizza,Sat,264.500000,5693.335
PE,61,Pollería,Fri,3.750000,44.17
PE,61,Pollería,Sat,4.750000,71.165
MX,1047,Tortas y Lonches,Sun,50.250000,949.875
MX,1047,Tortas y Lonches,Fri,30.250000,475.5125
PE,4,Pollería,Thu,171.250000,2266.9625
MX,1409,Tacos,Sun,12.750000,229.78
CO,259,Típica,Fri,5.500000,77.93
PE,53,Panadería,Wed,12.000000,176.1075
MX,1037,Chilaquiles y Enchiladas,Sat,53.000000,841.14
MX,731,Barbacoa y Birria,Sat,7.250000,114.155
PE,224,Postres,Sat,0.500000,4.085
CO,100,Helados,Wed,62.000000,630.5025
CO,100,Helados,Sun,110.250000,1227.2525
CO,58,Pollo,Sun,364.500000,5478.9375
MX,951,Pollo,Sat,103.250000,1911.4725
CL,21,Helados,Sat,60.000000,1045.2575
PE,26,Alitas,Mon,16.000000,186.105
MX,1482,Mexicana,Fri,30.750000,435.0175
MX,885,Poke,Thu,10.000000,250.19
CO,29,Parrilla,Tue,104.500000,1708.0925
MX,1372,Tortas y Lonches,Mon,7.000000,105.28
MX,1120,Sushi,Thu,3.000000,72.6575
CL,5,Peruana,Thu,1.500000,23.02
EC,168,Pizza,Wed,12.000000,197.63
MX,563,Mexicana,Wed,12.250000,118.1575
PE,9,Panadería,Sun,102.500000,1666.585
MX,566,Desayunos y Brunch,Fri,8.750000,146.9675
CL,209,Pastelería y Postres,Tue,1.250000,10.105
MX,1401,Pizza,Tue,62.000000,861.8275
CO,29,Arepas,Tue,26.500000,379.995
CO,27,Helados,Mon,136.000000,1401.7975
CO,31,Sushi,Fri,77.750000,2071.6075
AR,15,Café,Wed,34.750000,394.7725
EC,153,Pan y Café,Sun,13.250000,119.925
PE,9,Panadería,Thu,73.250000,1093.345
MX,1075,Asiática,Thu,117.750000,1990.4475
CR,10,Pizza,Sat,0.500000,3.885
CO,27,Helados,Fri,129.500000,1421.5425
EC,153,Pan y Café,Thu,6.750000,58.7975
AR,11,Pizza,Wed,306.000000,7195.7875
AR,11,Pizza,Thu,355.250000,8399.8425
CO,199,Café,Wed,26.000000,267.115
MX,1336,Mexicana,Fri,22.750000,314.3625
MX,733,Pizza,Tue,55.000000,738.1925
MX,733,Pizza,Wed,60.750000,774.245
CO,208,Crepes,Thu,48.000000,607.935
PE,9,Panadería,Mon,56.250000,790.575
CO,208,Crepes,Mon,52.500000,641.4325
PE,10,Criolla,Mon,456.500000,7539.94
MX,56,Pizza,Sat,273.750000,4100.9375
MX,56,Pizza,Mon,146.250000,2086.545
MX,954,Alitas,Thu,19.250000,308.2375
MX,661,Postres,Thu,32.750000,475.365
MX,661,Postres,Fri,27.750000,427.455
MX,227,Sushi,Sun,21.500000,337.5675
MX,227,Sushi,Tue,17.500000,262.02
MX,727,Alitas,Sat,8.750000,204.9025
MX,1432,Hamburguesas,Wed,52.500000,799.7875
CO,354,Hamburguesa,Fri,2284.500000,40776.5975
CO,354,Hamburguesa,Tue,1251.500000,21067.7375
CO,4,Árabe,Sat,361.500000,8059.805
MX,1037,Hamburguesas,Sat,515.500000,8265.8875
MX,860,Tacos,Sat,100.750000,1917.56
MX,860,Tacos,Wed,87.000000,1473.5975
MX,1386,Tacos,Sat,77.500000,1766.9
MX,1386,Tacos,Tue,35.000000,587.8875
CO,17,Postres,Fri,510.250000,8258.5975
MX,0,Tacos,Sun,559.750000,8966.4525
MX,1133,Hamburguesas,Fri,42.750000,599.4225
MX,852,Tacos,Mon,12.250000,192.0075
MX,852,Tacos,Fri,14.750000,158.0625
MX,852,Tacos,Thu,10.250000,141.95
CO,223,Hamburguesa,Fri,16.000000,225.0725
BR,29,Salgados,Fri,0.500000,6.6425
BR,29,Salgados,Wed,0.250000,2.62
MX,1007,India,Mon,8.000000,301.9825
MX,972,Café y Té,Tue,270.750000,3210.3275
AR,139,Saludable,Tue,5.500000,71.5825
MX,55,Saludables y Ensaladas,Sun,48.750000,1105.28
CO,200,Parrilla,Thu,33.500000,432.55
CO,200,Parrilla,Mon,20.500000,313.81
CO,100,Pizza,Thu,123.250000,2141.16
PE,50,Postres,Thu,450.000000,5137.54
MX,985,Panadería y Pastelería,Fri,37.500000,578.7625
MX,985,Panadería y Pastelería,Sat,41.000000,762.7075
AR,169,Pokes,Thu,25.250000,399.0725
MX,57,Desayunos y Brunch,Wed,21.000000,380.935
MX,57,Desayunos y Brunch,Mon,20.250000,410.4875
MX,1133,Tacos,Wed,8.750000,96.195
AR,12,Panadería,Mon,294.000000,4090.1025
MX,1003,Pizza,Fri,1073.000000,22326.0475
MX,1431,Comida Rápida,Fri,8.500000,112.8975
MX,919,Pizza,Wed,133.750000,2094.8025
CL,215,Sushi,Sun,10.000000,182.9825
CL,215,Sushi,Fri,13.250000,299.7475
MX,1027,Sándwiches,Sat,45.250000,726.75
MX,1027,Sándwiches,Tue,55.750000,688.445
MX,1543,Mexicana,Mon,24.250000,336.8
MX,1380,Pollo,Fri,48.500000,958.14
MX,542,Pollo,Thu,83.750000,1328.88
CO,58,Pizza,Sun,131.250000,2685.3425
MX,1003,Sándwiches,Fri,263.250000,3885.8025
MX,954,Mexicana,Sun,49.250000,723.14
CO,199,Panadería,Sat,9.000000,71.3325
CO,86,Perros Calientes,Mon,4.750000,61.4825
CO,216,Sushi,Wed,13.000000,198.6425
BR,844,Burgers,Tue,2.000000,30.25
CL,10,Pastelería y Postres,Sat,9.750000,162.8575
MX,729,Desayunos y Brunch,Wed,37.250000,607.915
MX,1067,Postres,Thu,178.750000,4017.655
MX,1075,Sándwiches,Sat,199.750000,3460.075
MX,922,Pollo,Sat,148.250000,2989.06
MX,107,Helados y Nieves,Fri,8.750000,85.7475
MX,919,Empanadas,Wed,11.250000,257.2575
MX,1003,India,Sun,6.000000,227.97
MX,730,Barbacoa y Birria,Fri,1.250000,15.145
PE,74,Sushi,Mon,0.500000,4.2875
MX,1222,Sushi,Thu,0.750000,15.39
MX,765,Tortas y Lonches,Wed,1.000000,22.4575
CL,21,Hot Dogs,Sun,101.750000,2059.605
CO,31,Pollo,Thu,274.750000,4377.73
PE,74,Sushi,Tue,1.250000,9.3725
CO,213,Típica,Tue,77.500000,688.3
MX,656,Hamburguesas,Wed,44.500000,577.6175
MX,656,Hamburguesas,Fri,50.750000,686.715
AR,595,Panadería,Mon,78.500000,698.325
AR,595,Panadería,Sat,133.750000,1336.0075
AR,595,Panadería,Fri,78.000000,703.3775
MX,731,Pollo,Sat,71.500000,1245.2475
MX,1481,Saludables y Ensaladas,Wed,76.750000,1737.35
MX,1146,Tacos,Sat,14.250000,152.885
MX,460,Chilaquiles y Enchiladas,Thu,40.000000,568.6675
MX,460,Chilaquiles y Enchiladas,Sun,39.750000,706.6825
MX,460,Chilaquiles y Enchiladas,Sat,39.000000,595.79
MX,1191,Pollo,Mon,86.250000,1305.195
MX,1191,Pollo,Sun,134.250000,2357.6025
MX,1027,Sushi,Tue,69.500000,1716.43
PE,9,Criolla,Wed,328.750000,5203.52
PE,9,Criolla,Sat,457.750000,9657.635
MX,892,Internacional,Fri,1.250000,15.505
CO,9,Helados,Wed,140.500000,1339.1425
MX,1188,Sándwiches,Fri,3.750000,60.5275
CO,31,Parrilla,Mon,82.000000,1803.215
MX,1381,Antojitos y Garnachas,Thu,22.000000,199.38
UY,3,Italiana,Sun,0.250000,5.685
CO,196,Hamburguesa,Sun,49.500000,987.9075
CL,23,Pollo,Fri,61.250000,1421.2025
PE,105,Desayunos,Wed,49.000000,692.6675
AR,12,Helados,Mon,1014.750000,12063.3325
CO,16,Helados,Tue,279.500000,3099.405
CO,16,Helados,Sat,476.750000,5753.5275
CO,16,Helados,Fri,386.750000,4523.6325
CO,16,Helados,Sun,634.250000,7821.8525
BR,12,Saudável,Thu,58.250000,997.485
CO,204,Pizza,Sun,40.750000,557.465
CO,7,Asiática,Fri,496.250000,10795.2275
MX,1457,Mexicana,Sat,39.750000,595.45
MX,1067,Alitas,Tue,46.250000,1246.86
